File name;Sa;Sz;Str;Spc;Sdr;Sq;Ssk;Sku;Sp;Sv;Sal;Std;Sdq;Spd;Sk;Spk;Svk;Smr1;Smr2;Sxp;Vvv;Vvc;Vmp;Vmc;Area size;Class_1;Class_2
20240919100014_Y3_X5;37,117;293,227;0,217;784,508;0,7437;47,164;-0,535;3,173;142,524;150,703;174,614;0,000;1,513;2070,702;111,347;28,886;65,970;7,776;85,717;70,815;7,028;50,856;1,510;42,481;5698488,305;10;10
20240919100014_Y3_X6;29,633;364,670;0,189;734,833;0,5874;38,415;-0,377;4,293;221,643;143,027;264,715;180,000;1,298;2651,653;86,193;38,093;53,130;7,688;85,597;63,944;5,550;38,293;1,917;32,672;5698488,305;10;10
20240919100014_Y3_X7;27,712;306,789;0,124;624,297;0,4588;37,343;-1,140;4,838;152,483;154,306;171,719;0,000;1,165;2654,995;66,735;25,114;70,611;6,797;80,877;44,648;7,066;31,120;1,189;29,955;5698488,305;10;10
20240919100014_Y3_X8;24,161;247,490;0,135;683,230;0,4429;33,249;-1,319;5,363;103,984;143,506;187,034;180,000;1,094;3413,414;53,942;20,605;68,252;11,345;81,525;42,056;6,707;29,448;0,966;24,295;5698488,305;10;10
20240919100014_Y4_X2;38,319;516,789;0,133;745,229;0,7652;48,039;0,394;5,461;384,339;132,450;112,263;179,800;1,541;1633,978;127,164;48,948;38,159;6,172;89,554;76,552;4,500;54,808;2,213;47,098;5698488,305;10;10
20240919100014_Y4_X3;32,846;608,900;0,282;879,432;0,8600;43,136;0,086;8,268;455,161;153,739;210,578;180,000;1,563;3194,436;85,881;39,101;60,063;8,142;81,428;57,409;6,039;41,670;1,930;38,090;5698488,305;10;10
20240919100014_Y4_X4;30,298;319,966;0,210;796,426;0,7260;39,233;0,226;4,876;190,083;129,882;201,167;0,000;1,474;2940,281;88,650;59,165;46,070;6,266;85,740;61,064;5,093;37,965;2,439;32,676;5698488,305;10;10
20240919100014_Y4_X5;19,117;267,625;0,211;694,256;0,5035;24,213;-0,354;4,216;147,400;120,225;133,887;180,000;1,178;3218,005;63,542;19,836;30,433;6,912;90,532;41,350;3,090;27,061;0,997;21,051;5698488,305;10;10
20240919100014_Y4_X6;17,554;179,803;0,138;772,907;0,5134;22,478;-0,456;3,915;79,869;99,935;125,993;0,000;1,161;4010,194;56,002;21,236;29,766;6,557;88,813;38,467;2,983;23,629;1,024;19,727;5698488,305;10;10
20240919100014_Y4_X7;15,710;281,379;0,087;710,241;0,4762;21,111;0,576;6,258;164,729;116,649;103,986;180,000;1,113;4478,050;46,650;31,971;22,726;9,445;87,816;43,416;2,556;21,778;1,576;16,761;5698488,305;10;10
20240919100014_Y4_X8;16,106;222,310;0,219;720,118;0,4780;19,716;0,321;3,318;149,463;72,847;248,158;0,000;1,107;4917,060;55,526;22,641;13,866;8,173;94,622;40,638;1,671;23,509;1,168;18,210;5698488,305;10;10
20240919100014_Y5_X2;27,325;322,469;0,234;776,675;0,7100;35,557;-0,463;3,902;200,885;121,584;171,592;0,000;1,449;2867,816;71,035;29,561;57,510;8,773;82,325;50,973;5,845;34,614;1,456;30,659;5698488,305;10;10
20240919100014_Y5_X3;33,722;314,415;0,193;738,082;0,6668;42,049;-0,536;3,035;185,893;128,522;268,711;0,000;1,417;2338,400;93,197;30,538;60,652;4,493;80,971;55,163;6,360;40,821;1,288;40,418;5698488,305;10;10
20240919100014_Y5_X4;28,081;285,549;0,163;730,715;0,5745;35,960;-0,660;3,562;146,811;138,737;162,746;173,600;1,288;2243,422;75,727;27,562;53,760;6,622;81,415;49,762;5,617;34,241;1,364;32,728;5698488,305;10;10
20240919100014_Y5_X5;21,782;317,406;0,166;713,637;0,5033;28,089;-0,700;4,159;200,427;116,979;182,444;177,000;1,203;2829,649;70,581;15,644;45,083;5,578;88,341;40,822;4,674;28,315;0,897;22,776;5698488,305;10;10
20240919100014_Y5_X6;18,913;336,572;0,095;720,931;0,5044;25,570;0,045;7,718;218,075;118,497;130,599;0,000;1,175;3246,322;53,288;26,256;35,014;8,145;84,572;36,293;3,664;24,743;1,253;21,065;5698488,305;10;10
20240919100014_Y5_X7;28,622;730,429;0,093;937,557;2,259;61,757;5,421;40,044;614,544;115,885;93,081;139,400;2,499;4149,144;58,162;134,697;28,694;13,825;88,951;132,394;3,061;32,172;8,631;21,991;5698488,305;10;10
20240919100014_Y5_X8;18,541;364,168;0,156;762,947;0,6241;24,757;0,586;5,609;285,188;78,981;216,413;0,000;1,330;4215,628;50,124;35,314;25,484;13,305;86,855;54,148;2,612;28,711;1,801;20,431;5698488,305;10;10
20240919100014_Y6_X2;23,684;389,306;0,202;809,376;0,6736;31,455;-0,602;4,757;251,768;137,538;139,279;0,000;1,356;3563,268;60,187;29,876;51,333;8,464;81,717;47,753;5,237;28,705;1,496;26,116;5698488,305;10;10
20240919100014_Y6_X3;19,074;305,669;0,495;742,960;0,6097;26,653;0,418;8,519;185,787;119,881;150,129;180,000;1,301;3660,005;49,916;36,195;31,476;11,237;84,339;45,867;3,204;26,682;1,848;20,840;5698488,305;10;10
